Basis,Org_Code,Parent_Org,Org_Name,Standard_or_Item,Cancer_Type,Referral_Route_or_Stage,Treatment_Modality,Total,Within,After,Performance,Within_14_days,In_15_to_28_days,In_29_to_42_days,In_43_to_62_days,After_62_days,Within_31_days,In_32_to_38_days,In_39_to_48_days,In_49_to_62_days,In_63_to_76_days,In_77_to_90_days,In_91_to_104_days,After_104_days,In_15_to_16_days,In_17_to_21_days,In_22_to_28_days,After_28_days
Provider,Total,England,Total,62D,Upper Gastrointestinal - Oesophagus & Stomach,Consultant Upgrade,ALL MODALITIES,410,323,87,0.787804878,,,,,87,153,39,46,85,38,17,15,17,,,,
Provider,Total,England,Total,62D,Urological - Other (a),Consultant Upgrade,ALL MODALITIES,796,532,264,0.668341709,,,,,264,269,61,92,110,50,63,40,111,,,,
Provider,Total,England,Total,62D,Urological - Prostate,Consultant Upgrade,ALL MODALITIES,935,783,152,0.837433155,,,,,152,489,92,104,98,38,41,21,52,,,,
Provider,Total,England,Total,Urgent Suspected Cancer referral,ALL CANCERS,,,263526,,,,196147,,,,,,,,,,,,,15702,23633,17842,10202
Provider,Total,England,Total,Urgent Suspected Cancer referral,Suspected acute leukaemia,,,33,,,,30,,,,,,,,,,,,,1,1,0,1
Provider,Total,England,Total,Urgent Suspected Cancer referral,Suspected brain/central nervous system tumours,,,985,,,,810,,,,,,,,,,,,,56,67,33,19
Provider,Total,England,Total,Urgent Suspected Cancer referral,Suspected breast cancer,,,44190,,,,23936,,,,,,,,,,,,,3839,6595,6523,3297
Provider,Total,England,Total,Urgent Suspected Cancer referral,Suspected cancer - non-specific symptoms,,,4230,,,,3404,,,,,,,,,,,,,215,331,139,141
Provider,Total,England,Total,Urgent Suspected Cancer referral,Suspected children's cancer,,,1001,,,,759,,,,,,,,,,,,,63,93,54,32
Provider,Total,England,Total,Urgent Suspected Cancer referral,Suspected gynaecological cancer,,,25756,,,,20512,,,,,,,,,,,,,1534,2042,1128,540
Provider,Total,England,Total,Urgent Suspected Cancer referral,Suspected haematological malignancies (excluding acute leukaemia),,,1876,,,,1523,,,,,,,,,,,,,83,145,82,43
Provider,Total,England,Total,Urgent Suspected Cancer referral,Suspected head & neck cancer,,,28690,,,,21449,,,,,,,,,,,,,1919,2280,1678,1364
Provider,Total,England,Total,Urgent Suspected Cancer referral,Suspected lower gastrointestinal cancer,,,41563,,,,33747,,,,,,,,,,,,,1952,2882,1875,1107
Provider,Total,England,Total,Urgent Suspected Cancer referral,Suspected lung cancer,,,5388,,,,4756,,,,,,,,,,,,,172,228,148,84
Provider,Total,England,Total,Urgent Suspected Cancer referral,Suspected other cancer,,,247,,,,221,,,,,,,,,,,,,11,7,5,3
Provider,Total,England,Total,Urgent Suspected Cancer referral,Suspected sarcoma,,,1310,,,,1049,,,,,,,,,,,,,36,89,83,53
Provider,Total,England,Total,Urgent Suspected Cancer referral,Suspected skin cancer,,,64936,,,,47871,,,,,,,,,,,,,3877,6106,4599,2483
Provider,Total,England,Total,Urgent Suspected Cancer referral,Suspected testicular cancer,,,850,,,,771,,,,,,,,,,,,,32,28,12,7
Provider,Total,England,Total,Urgent Suspected Cancer referral,Suspected upper gastrointestinal cancer,,,19930,,,,16155,,,,,,,,,,,,,951,1459,852,513
Provider,Total,England,Total,Urgent Suspected Cancer referral,Suspected urological malignancies (excluding testicular),,,22541,,,,19154,,,,,,,,,,,,,961,1280,631,515
Provider,Total,England,Total,Urgent Breast Symptomatic referral,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,,9159,,,,4795,,,,,,,,,,,,,869,1331,1378,786
Commissioner,13Q,England,NATIONAL COMMISSIONING HUB 1,FDS,ALL CANCERS,ALL ROUTES,,241,187,54,0.77593361,100,87,33,14,7,,,,,,,,,,,,
Commissioner,14M,England,LONDON - H&J COMMISSIONING HUB,FDS,ALL CANCERS,ALL ROUTES,,8,7,1,0.875,3,4,0,0,1,,,,,,,,,,,,
Commissioner,14Q,England,MIDLANDS - H&J COMMISSIONING HUB,FDS,ALL CANCERS,ALL ROUTES,,51,38,13,0.745098039,18,20,3,5,5,,,,,,,,,,,,
Commissioner,14R,England,EAST OF ENGLAND - H&J COMMISSIONING HUB,FDS,ALL CANCERS,ALL ROUTES,,18,13,5,0.722222222,5,8,0,4,1,,,,,,,,,,,,
Commissioner,14T,England,SOUTH WEST - H&J COMMISSIONING HUB,FDS,ALL CANCERS,ALL ROUTES,,14,12,2,0.857142857,4,8,1,0,1,,,,,,,,,,,,
Commissioner,32T,England,NORTH WEST - H&J COMMISSIONING HUB,FDS,ALL CANCERS,ALL ROUTES,,34,22,12,0.647058824,7,15,6,2,4,,,,,,,,,,,,
Commissioner,76A,England,NORTH EAST AND YORKSHIRE - H&J COMMISSIONING HUB,FDS,ALL CANCERS,ALL ROUTES,,29,18,11,0.620689655,10,8,5,4,2,,,,,,,,,,,,
Commissioner,97T,England,SOUTH EAST - H&J COMMISSIONING HUB,FDS,ALL CANCERS,ALL ROUTES,,28,16,12,0.571428571,8,8,5,2,5,,,,,,,,,,,,
Commissioner,QE1,England,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,9308,6902,2406,0.741512677,4068,2834,1136,734,536,,,,,,,,,,,,
Commissioner,QF7,England,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,5629,4256,1373,0.756084562,2193,2063,841,336,196,,,,,,,,,,,,
Commissioner,QGH,England,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,3439,2644,795,0.768828148,1336,1308,390,245,160,,,,,,,,,,,,
Commissioner,QH8,England,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,6035,3883,2152,0.643413422,1769,2114,1061,629,462,,,,,,,,,,,,
Commissioner,QHG,England,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",FDS,ALL CANCERS,ALL ROUTES,,4037,2898,1139,0.717859797,1708,1190,602,338,199,,,,,,,,,,,,
Commissioner,QHL,England,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,4862,3992,870,0.821061292,2574,1418,413,291,166,,,,,,,,,,,,
Commissioner,QHM,England,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,13569,9629,3940,0.70963225,4693,4936,2152,1157,631,,,,,,,,,,,,
Commissioner,QJ2,England,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,4733,3460,1273,0.731037397,1911,1549,628,397,248,,,,,,,,,,,,
Commissioner,QJG,England,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,5364,4073,1291,0.759321402,2346,1727,641,393,257,,,,,,,,,,,,
Commissioner,QJK,England,NHS DEVON INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,7008,5242,1766,0.748002283,3266,1976,960,499,307,,,,,,,,,,,,
Commissioner,QJM,England,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,3728,2393,1335,0.641899142,1044,1349,756,410,169,,,,,,,,,,,,
Commissioner,QK1,England,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",FDS,ALL CANCERS,ALL ROUTES,,4962,3250,1712,0.654977832,2039,1211,1017,491,204,,,,,,,,,,,,
Commissioner,QKK,England,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,9054,7058,1996,0.779544953,4345,2713,1163,571,262,,,,,,,,,,,,
Commissioner,QKS,England,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,8388,5889,2499,0.702074392,3511,2378,1296,774,429,,,,,,,,,,,,
Commissioner,QM7,England,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,6730,5124,1606,0.761367013,3018,2106,804,491,311,,,,,,,,,,,,
Commissioner,QMF,England,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,7190,5547,1643,0.771488178,3648,1899,881,508,254,,,,,,,,,,,,
Commissioner,QMJ,England,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,7182,5709,1473,0.794903926,3022,2687,756,469,248,,,,,,,,,,,,
Commissioner,QMM,England,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,5494,4014,1480,0.730615217,1945,2069,752,417,311,,,,,,,,,,,,
Commissioner,QNC,England,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,6001,4759,1242,0.793034494,2814,1945,581,369,292,,,,,,,,,,,,
Commissioner,QNX,England,NHS SUSSEX INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,10303,7730,2573,0.750266913,4340,3390,1490,709,374,,,,,,,,,,,,
Commissioner,QOC,England,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",FDS,ALL CANCERS,ALL ROUTES,,3062,2486,576,0.811887655,1870,616,317,184,75,,,,,,,,,,,,
Commissioner,QOP,England,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,14155,10896,3259,0.769763335,5946,4950,1974,862,423,,,,,,,,,,,,
Commissioner,QOQ,England,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,7683,5571,2112,0.72510738,2605,2966,1127,592,393,,,,,,,,,,,,
Commissioner,QOX,England,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",FDS,ALL CANCERS,ALL ROUTES,,4264,3278,986,0.768761726,1778,1500,478,277,231,,,,,,,,,,,,
Commissioner,QPM,England,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,3472,2404,1068,0.692396313,1441,963,692,262,114,,,,,,,,,,,,
Commissioner,QR1,England,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,2471,1827,644,0.739376771,811,1016,360,219,65,,,,,,,,,,,,
Commissioner,QRL,England,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,9463,7195,2268,0.760329705,3216,3979,1242,604,422,,,,,,,,,,,,
Commissioner,QRV,England,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,10242,8171,2071,0.7977934,4433,3738,1190,631,250,,,,,,,,,,,,
Commissioner,QSL,England,NHS SOMERSET INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,2950,2319,631,0.786101695,846,1473,371,175,85,,,,,,,,,,,,
Commissioner,QT1,England,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,4809,3522,1287,0.732376794,1978,1544,739,334,214,,,,,,,,,,,,
Commissioner,QT6,England,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,3842,2956,886,0.769390942,1777,1179,437,301,148,,,,,,,,,,,,
Commissioner,QU9,England,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",FDS,ALL CANCERS,ALL ROUTES,,8160,6560,1600,0.803921569,3951,2609,879,476,245,,,,,,,,,,,,
Commissioner,QUA,England,NHS BLACK COUNTRY INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,4636,3688,948,0.795513374,2124,1564,414,302,232,,,,,,,,,,,,
Commissioner,QUE,England,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,4110,3276,834,0.797080292,1779,1497,504,212,118,,,,,,,,,,,,
Commissioner,QUY,England,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",FDS,ALL CANCERS,ALL ROUTES,,4585,3732,853,0.813958561,1824,1908,430,235,188,,,,,,,,,,,,
Commissioner,QVV,England,NHS DORSET INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,4538,3212,1326,0.707800793,1512,1700,810,278,238,,,,,,,,,,,,
Commissioner,QWE,England,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,6740,5392,1348,0.8,2600,2792,766,420,162,,,,,,,,,,,,
Commissioner,QWO,England,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,11612,9227,2385,0.794609025,5632,3595,1388,717,280,,,,,,,,,,,,
Commissioner,QWU,England,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,4605,3787,818,0.822366992,2539,1248,427,246,145,,,,,,,,,,,,
Commissioner,QXU,England,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,6229,5169,1060,0.829828223,2767,2402,609,312,139,,,,,,,,,,,,
Commissioner,QYG,England,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,FDS,ALL CANCERS,ALL ROUTES,,13891,10719,3172,0.771650709,6219,4500,1776,918,478,,,,,,,,,,,,
Commissioner,UNKNOWN,England,UNKNOWN,FDS,ALL CANCERS,ALL ROUTES,,2388,1820,568,0.762144054,987,833,348,170,50,,,,,,,,,,,,
Commissioner,13Q,England,NATIONAL COMMISSIONING HUB 1,FDS,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,ALL ROUTES,,8,6,2,0.75,4,2,2,0,0,,,,,,,,,,,,
Commissioner,13Q,England,NATIONAL COMMISSIONING HUB 1,FDS,Suspected brain/central nervous system tumours,ALL ROUTES,,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,
Commissioner,13Q,England,NATIONAL COMMISSIONING HUB 1,FDS,Suspected breast cancer,ALL ROUTES,,35,31,4,0.885714286,20,11,3,1,0,,,,,,,,,,,,
Commissioner,13Q,England,NATIONAL COMMISSIONING HUB 1,FDS,Suspected cancer - non-specific symptoms,ALL ROUTES,,3,1,2,0.333333333,0,1,1,0,1,,,,,,,,,,,,
Commissioner,13Q,England,NATIONAL COMMISSIONING HUB 1,FDS,Suspected gynaecological cancer,ALL ROUTES,,15,11,4,0.733333333,8,3,1,2,1,,,,,,,,,,,,
Commissioner,13Q,England,NATIONAL COMMISSIONING HUB 1,FDS,Suspected haematological malignancies (excluding acute leukaemia),ALL ROUTES,,3,1,2,0.333333333,1,0,1,0,1,,,,,,,,,,,,
Commissioner,13Q,England,NATIONAL COMMISSIONING HUB 1,FDS,Suspected head & neck cancer,ALL ROUTES,,32,21,11,0.65625,16,5,7,4,0,,,,,,,,,,,,
Commissioner,13Q,England,NATIONAL COMMISSIONING HUB 1,FDS,Suspected lower gastrointestinal cancer,ALL ROUTES,,36,22,14,0.611111111,6,16,9,3,2,,,,,,,,,,,,
Commissioner,13Q,England,NATIONAL COMMISSIONING HUB 1,FDS,Suspected lung cancer,ALL ROUTES,,2,2,0,1,0,2,0,0,0,,,,,,,,,,,,
Commissioner,13Q,England,NATIONAL COMMISSIONING HUB 1,FDS,Suspected sarcoma,ALL ROUTES,,3,3,0,1,1,2,0,0,0,,,,,,,,,,,,
Commissioner,13Q,England,NATIONAL COMMISSIONING HUB 1,FDS,Suspected skin cancer,ALL ROUTES,,77,68,9,0.883116883,29,39,8,0,1,,,,,,,,,,,,
Commissioner,13Q,England,NATIONAL COMMISSIONING HUB 1,FDS,Suspected testicular cancer,ALL ROUTES,,6,6,0,1,5,1,0,0,0,,,,,,,,,,,,
Commissioner,13Q,England,NATIONAL COMMISSIONING HUB 1,FDS,Suspected upper gastrointestinal cancer,ALL ROUTES,,9,8,1,0.888888889,5,3,0,1,0,,,,,,,,,,,,
Commissioner,13Q,England,NATIONAL COMMISSIONING HUB 1,FDS,Suspected urological malignancies (excluding testicular),ALL ROUTES,,11,7,4,0.636363636,5,2,0,3,1,,,,,,,,,,,,
Commissioner,14M,England,LONDON - H&J COMMISSIONING HUB,FDS,Suspected lower gastrointestinal cancer,ALL ROUTES,,3,2,1,0.666666667,0,2,0,0,1,,,,,,,,,,,,
Commissioner,14M,England,LONDON - H&J COMMISSIONING HUB,FDS,Suspected upper gastrointestinal cancer,ALL ROUTES,,4,4,0,1,2,2,0,0,0,,,,,,,,,,,,
Commissioner,14M,England,LONDON - H&J COMMISSIONING HUB,FDS,Suspected urological malignancies (excluding testicular),ALL ROUTES,,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,
Commissioner,14Q,England,MIDLANDS - H&J COMMISSIONING HUB,FDS,Suspected breast cancer,ALL ROUTES,,6,6,0,1,2,4,0,0,0,,,,,,,,,,,,
Commissioner,14Q,England,MIDLANDS - H&J COMMISSIONING HUB,FDS,Suspected gynaecological cancer,ALL ROUTES,,2,1,1,0.5,0,1,0,1,0,,,,,,,,,,,,
Commissioner,14Q,England,MIDLANDS - H&J COMMISSIONING HUB,FDS,Suspected head & neck cancer,ALL ROUTES,,8,7,1,0.875,4,3,0,0,1,,,,,,,,,,,,
Commissioner,14Q,England,MIDLANDS - H&J COMMISSIONING HUB,FDS,Suspected lower gastrointestinal cancer,ALL ROUTES,,13,6,7,0.461538462,1,5,3,3,1,,,,,,,,,,,,
Commissioner,14Q,England,MIDLANDS - H&J COMMISSIONING HUB,FDS,Suspected lung cancer,ALL ROUTES,,2,2,0,1,2,0,0,0,0,,,,,,,,,,,,
Commissioner,14Q,England,MIDLANDS - H&J COMMISSIONING HUB,FDS,Suspected other cancer,ALL ROUTES,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,
Commissioner,14Q,England,MIDLANDS - H&J COMMISSIONING HUB,FDS,Suspected skin cancer,ALL ROUTES,,7,6,1,0.857142857,3,3,0,0,1,,,,,,,,,,,,
Commissioner,14Q,England,MIDLANDS - H&J COMMISSIONING HUB,FDS,Suspected upper gastrointestinal cancer,ALL ROUTES,,4,4,0,1,2,2,0,0,0,,,,,,,,,,,,
Commissioner,14Q,England,MIDLANDS - H&J COMMISSIONING HUB,FDS,Suspected urological malignancies (excluding testicular),ALL ROUTES,,8,5,3,0.625,4,1,0,1,2,,,,,,,,,,,,
Commissioner,14R,England,EAST OF ENGLAND - H&J COMMISSIONING HUB,FDS,Suspected breast cancer,ALL ROUTES,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,
Commissioner,14R,England,EAST OF ENGLAND - H&J COMMISSIONING HUB,FDS,Suspected head & neck cancer,ALL ROUTES,,4,3,1,0.75,2,1,0,1,0,,,,,,,,,,,,
Commissioner,14R,England,EAST OF ENGLAND - H&J COMMISSIONING HUB,FDS,Suspected lower gastrointestinal cancer,ALL ROUTES,,6,4,2,0.666666667,1,3,0,2,0,,,,,,,,,,,,
Commissioner,14R,England,EAST OF ENGLAND - H&J COMMISSIONING HUB,FDS,Suspected skin cancer,ALL ROUTES,,4,4,0,1,1,3,0,0,0,,,,,,,,,,,,
Commissioner,14R,England,EAST OF ENGLAND - H&J COMMISSIONING HUB,FDS,Suspected urological malignancies (excluding testicular),ALL ROUTES,,3,1,2,0.333333333,1,0,0,1,1,,,,,,,,,,,,
Commissioner,14T,England,SOUTH WEST - H&J COMMISSIONING HUB,FDS,Suspected breast cancer,ALL ROUTES,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,
Commissioner,14T,England,SOUTH WEST - H&J COMMISSIONING HUB,FDS,Suspected head & neck cancer,ALL ROUTES,,5,5,0,1,2,3,0,0,0,,,,,,,,,,,,
Commissioner,14T,England,SOUTH WEST - H&J COMMISSIONING HUB,FDS,Suspected lower gastrointestinal cancer,ALL ROUTES,,5,3,2,0.6,0,3,1,0,1,,,,,,,,,,,,
Commissioner,14T,England,SOUTH WEST - H&J COMMISSIONING HUB,FDS,Suspected lung cancer,ALL ROUTES,,2,2,0,1,2,0,0,0,0,,,,,,,,,,,,
Commissioner,14T,England,SOUTH WEST - H&J COMMISSIONING HUB,FDS,Suspected skin cancer,ALL ROUTES,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,
Commissioner,32T,England,NORTH WEST - H&J COMMISSIONING HUB,FDS,Suspected breast cancer,ALL ROUTES,,3,3,0,1,0,3,0,0,0,,,,,,,,,,,,
Commissioner,32T,England,NORTH WEST - H&J COMMISSIONING HUB,FDS,Suspected head & neck cancer,ALL ROUTES,,4,2,2,0.5,1,1,1,1,0,,,,,,,,,,,,
Commissioner,32T,England,NORTH WEST - H&J COMMISSIONING HUB,FDS,Suspected lower gastrointestinal cancer,ALL ROUTES,,14,7,7,0.5,1,6,4,0,3,,,,,,,,,,,,
Commissioner,32T,England,NORTH WEST - H&J COMMISSIONING HUB,FDS,Suspected sarcoma,ALL ROUTES,,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,
Commissioner,32T,England,NORTH WEST - H&J COMMISSIONING HUB,FDS,Suspected skin cancer,ALL ROUTES,,8,7,1,0.875,5,2,0,1,0,,,,,,,,,,,,
Commissioner,32T,England,NORTH WEST - H&J COMMISSIONING HUB,FDS,Suspected testicular cancer,ALL ROUTES,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,
Commissioner,32T,England,NORTH WEST - H&J COMMISSIONING HUB,FDS,Suspected upper gastrointestinal cancer,ALL ROUTES,,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,
Commissioner,32T,England,NORTH WEST - H&J COMMISSIONING HUB,FDS,Suspected urological malignancies (excluding testicular),ALL ROUTES,,2,2,0,1,0,2,0,0,0,,,,,,,,,,,,
Commissioner,76A,England,NORTH EAST AND YORKSHIRE - H&J COMMISSIONING HUB,FDS,Suspected breast cancer,ALL ROUTES,,8,7,1,0.875,7,0,0,1,0,,,,,,,,,,,,
Commissioner,76A,England,NORTH EAST AND YORKSHIRE - H&J COMMISSIONING HUB,FDS,Suspected haematological malignancies (excluding acute leukaemia),ALL ROUTES,,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,
Commissioner,76A,England,NORTH EAST AND YORKSHIRE - H&J COMMISSIONING HUB,FDS,Suspected head & neck cancer,ALL ROUTES,,4,4,0,1,1,3,0,0,0,,,,,,,,,,,,
Commissioner,76A,England,NORTH EAST AND YORKSHIRE - H&J COMMISSIONING HUB,FDS,Suspected lower gastrointestinal cancer,ALL ROUTES,,9,3,6,0.333333333,0,3,4,2,0,,,,,,,,,,,,
Commissioner,76A,England,NORTH EAST AND YORKSHIRE - H&J COMMISSIONING HUB,FDS,Suspected lung cancer,ALL ROUTES,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,
Commissioner,76A,England,NORTH EAST AND YORKSHIRE - H&J COMMISSIONING HUB,FDS,Suspected sarcoma,ALL ROUTES,,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,
Commissioner,76A,England,NORTH EAST AND YORKSHIRE - H&J COMMISSIONING HUB,FDS,Suspected upper gastrointestinal cancer,ALL ROUTES,,3,2,1,0.666666667,1,1,0,1,0,,,,,,,,,,,,
Commissioner,76A,England,NORTH EAST AND YORKSHIRE - H&J COMMISSIONING HUB,FDS,Suspected urological malignancies (excluding testicular),ALL ROUTES,,2,1,1,0.5,1,0,0,0,1,,,,,,,,,,,,
Commissioner,97T,England,SOUTH EAST - H&J COMMISSIONING HUB,FDS,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,ALL ROUTES,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,
Commissioner,97T,England,SOUTH EAST - H&J COMMISSIONING HUB,FDS,Suspected brain/central nervous system tumours,ALL ROUTES,,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,
Commissioner,97T,England,SOUTH EAST - H&J COMMISSIONING HUB,FDS,Suspected breast cancer,ALL ROUTES,,5,5,0,1,2,3,0,0,0,,,,,,,,,,,,
Commissioner,97T,England,SOUTH EAST - H&J COMMISSIONING HUB,FDS,Suspected head & neck cancer,ALL ROUTES,,2,1,1,0.5,1,0,1,0,0,,,,,,,,,,,,
Commissioner,97T,England,SOUTH EAST - H&J COMMISSIONING HUB,FDS,Suspected lower gastrointestinal cancer,ALL ROUTES,,7,3,4,0.428571429,2,1,3,1,0,,,,,,,,,,,,
Commissioner,97T,England,SOUTH EAST - H&J COMMISSIONING HUB,FDS,Suspected skin cancer,ALL ROUTES,,4,2,2,0.5,2,0,0,0,2,,,,,,,,,,,,
Commissioner,97T,England,SOUTH EAST - H&J COMMISSIONING HUB,FDS,Suspected upper gastrointestinal cancer,ALL ROUTES,,4,1,3,0.25,1,0,1,1,1,,,,,,,,,,,,
Commissioner,97T,England,SOUTH EAST - H&J COMMISSIONING HUB,FDS,Suspected urological malignancies (excluding testicular),ALL ROUTES,,4,2,2,0.5,0,2,0,0,2,,,,,,,,,,,,
Commissioner,QE1,England,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,FDS,Exhibited (non-cancer) breast symptoms - cancer not initially suspected,ALL ROUTES,,417,363,54,0.870503597,150,213,40,10,4,,,,,,,,,,,,
Commissioner,QE1,England,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,FDS,Suspected acute leukaemia,ALL ROUTES,,2,2,0,1,1,1,0,0,0,,,,,,,,,,,,
Commissioner,QE1,England,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,FDS,Suspected brain/central nervous system tumours,ALL ROUTES,,130,105,25,0.807692308,69,36,23,2,0,,,,,,,,,,,,
Commissioner,QE1,England,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,FDS,Suspected breast cancer,ALL ROUTES,,1431,1236,195,0.863731656,630,606,124,49,22,,,,,,,,,,,,
Commissioner,QE1,England,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,FDS,Suspected cancer - non-specific symptoms,ALL ROUTES,,225,170,55,0.755555556,74,96,30,14,11,,,,,,,,,,,,
Commissioner,QE1,England,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,FDS,Suspected children's cancer,ALL ROUTES,,38,37,1,0.973684211,26,11,0,0,1,,,,,,,,,,,,
