DATA_MONTH,DATA_LEVEL,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,CLUSTER_GROUP,BENCHMARK_GROUP,MAIN_STAFF_GROUP,STAFF_GROUP_1,FTE,HEADCOUNT
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,1.1,2
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,48.254,53
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,648.425,686
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,370.22082,475
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,4911.53963,5469
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",2335.68216,2602
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4766.64204,5521
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",3920.74232,4559
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,845.89972,967
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,3122.17955,3518
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,1119.70705,1212
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1609.42582,1901
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,322.27334,333
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,70.77334,72
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,15.8,16
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,17968.03835,20157
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,10101.96818,11160
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,2434.19379,2567
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,28.2266,36
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,946.02469,1008
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,504.14475,524
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,133.65625,134
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,119.15,121
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,1.1,2
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,46.954,52
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,654.9375,693
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,376.57734,481
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,4945.58825,5503
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",2345.6088,2614
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4751.99059,5505
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",3905.03753,4542
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,846.95306,967
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,3096.42625,3488
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,1115.58039,1206
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1592.81918,1882
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,318.35334,329
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,69.67334,71
2025-10-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,17.65333,18
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,17954.95593,20154
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,10113.95912,11178
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,2425.30229,2556
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,29.1096,37
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,945.14019,1006
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,503.276,523
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,134.65625,135
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,117.2125,119
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,1.1,2
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,46.204,51
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,648.60375,686
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,378.33095,485
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,4966.15042,5527
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",2344.17546,2615
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4710.17057,5461
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",3878.41752,4517
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,831.75305,948
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,3113.17291,3513
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,1116.82706,1208
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1606.71917,1903
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,318.75334,330
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,70.87334,72
2025-11-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,17.65333,18
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,17893.10136,20087
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,10097.01782,11160
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,2411.68204,2547
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,29.1346,37
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,947.43369,1010
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,514.34975,538
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,129.74375,130
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,112.16875,114
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,3.1,4
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,44.004,48
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,631.7475,669
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,381.26427,488
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,4958.01259,5510
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",2346.05892,2620
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4671.19729,5416
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",3841.91757,4473
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,829.27972,947
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,3108.23292,3507
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,1114.30707,1204
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1605.51917,1903
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,320.18667,331
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,68.22001,70
2025-12-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,16.65333,17
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,17892.10587,20098
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,10135.73193,11210
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,2409.74429,2546
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,28.1846,36
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,952.33969,1016
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,508.9685,531
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,129.74375,130
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,111.10625,113
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,5.1,6
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,42.204,46
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,632.0975,671
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,387.79094,495
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,4976.94258,5535
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",2361.25412,2639
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4641.48769,5387
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",3811.43463,4441
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,830.05306,949
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,3099.23292,3500
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,1111.12707,1200
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1595.49917,1896
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,325.29334,336
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,67.31334,69
2026-01-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,15.65333,16
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,17821.77296,20023
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,10124.62934,11197
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,2403.42854,2540
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,28.1846,36
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,953.25869,1016
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,521.94625,545
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,130.74375,131
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,114.85,117
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,1.1,2
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,41.204,45
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,612.14125,651
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,391.11759,499
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,4972.10323,5528
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",2357.97998,2636
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4603.20771,5346
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",3787.36798,4416
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,815.83973,933
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,3078.28258,3480
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,1105.01007,1194
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1584.00583,1885
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,321.45334,332
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,67.81334,70
2026-02-28,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,15.65333,16
2026-03-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,17778.18316,19980
